10,"[[482, 1829], ['王績', '崔善爲']]"
11,"[[560, 3885, 3914], ['王勃', '薛昇華', '薛華']]"
12,"[[649, 4801], ['豆盧峯', '劉商']]"
13,"[[660, 4520, 1416], ['雪峯', '慧稜', '伭沙']]"
14,"[[762, 3913], ['平曾', '薛苹']]"
15,"[[819, 3666], ['賈邕', '蕭穎士']]"
16,"[[931, 3313], ['張生', '李節度姬']]"
17,"[[953, 4203], ['張從恩', '楊凝式']]"
18,"[[1124, 3180], ['裴廷裕', '李搏']]"
19,"[[1190, 2582], ['裴略', '溫彥博']]"
20,"[[1260, 5639], ['孫棨', '王福娘']]"
21,"[[1442, 4386], ['步非煙', '趙象']]"
22,"[[1448, 4443], ['伍喬', '史虛白']]"
23,"[[1489, 5793], ['盧儲', '李氏']]"
24,"[[1547, 3116], ['盧嗣業', '李茂勳']]"
25,"[[1611, 5196], ['卓英英', '眉娘']]"
26,"[[1640, 4787], ['任希古', '長孫沖']]"
27,"[[1849, 2867], ['崇徽公主', '李山甫']]"
28,"[[1858, 3629, 4165], ['牟融', '范啓東', '楊處厚']]"
29,"[[2135, 4818, 5218, 2136], ['詹敦仁', '劉乙', '留從效', '詹琲']]"
30,"[[2207, 4754], ['徐仲雅', '馬希範']]"
31,"[[2224, 2225], ['徐太妃', '徐太后']]"
32,"[[2472, 4516, 3215], ['梁淑', '戎昱', '李昌巙']]"
33,"[[2618, 3717], ['洛中舉子', '茂英']]"
34,"[[2681, 5675, 5852, 5676], ['大江朝綱', '裴璆', '藤原雅量', '裴謬']]"
35,"[[2808, 4496], ['李琪', '拓拔思恭']]"
36,"[[3256, 3860], ['李隲', '若冰']]"
37,"[[3575, 5868], ['姚月華', '楊達']]"
38,"[[3952, 5143], ['黃崇嘏', '周庠']]"
39,"[[4130, 4370], ['賀遂涉', '趙謙光']]"
40,"[[4229, 4308], ['楊成規', '都良香']]"
41,"[[4608, 5355], ['呂巖', '鍾離權']]"
42,"[[5631, 5767], ['呂從善', '呂從慶']]"
