id1,id1Pre,Name1,id2,id2Pre,Name2,wight
3577,118747,姚合,43,3376,高元裕,2
3577,118747,姚合,684,19013,元緒,2
3577,118747,姚合,840,25890,不疑,2
3577,118747,姚合,1122,35519,裴弘泰,2
3577,118747,姚合,1645,55378,任畹,2
3577,118747,姚合,4547,148523,費冠卿,2
3577,118747,姚合,5297,173094,令狐定,2
3588,120454,戴叔倫,188,6645,辛巢父,2
3588,120454,戴叔倫,1279,38246,孫會,2
3588,120454,戴叔倫,3589,120670,耿湋,2
3639,121910,范燈,4669,152000,嚴維,2
3666,122209,蕭穎士,819,24245,賈邕,2
3730,123205,蘇瓌,3235,107853,李顯,2
3791,124464,韓休,3271,110199,李隆基,2
3797,124543,韓偓,5298,173123,令狐渙,2
3797,124543,韓偓,5438,177761,鄭璘,2
3821,125152,韓翃,449,14513,王縉,2
3821,125152,韓翃,671,18816,元誅,2
3831,125982,韓昭,435,14223,王衍,2
3840,126119,韓愈,478,14902,王仲舒,2
3840,126119,韓愈,880,28029,張賈,2
3840,126119,韓愈,2809,92990,李礎,2
3840,126119,韓愈,3815,125060,韓昶,2
3840,126119,韓愈,4997,164256,陸傪,2
3840,126119,韓愈,4998,164256,陸參,2
3840,126119,韓愈,5148,168307,周君巢,2
3840,126119,韓愈,5437,177752,鄭羣,2
3876,127953,薛能,2835,94115,李倍,2
3876,127953,薛能,4375,145068,趙璘,2
3876,127953,薛能,4529,147942,曹確,2
3901,128796,薛逢,3134,105469,李蘊,2
3901,128796,薛逢,3448,116218,韋壽,2
3928,129376,薛曜,1304,39585,武則天,2
3940,129521,菅原道真,87,4991,高周封,2
3952,129692,黃崇嘏,5143,168154,周庠,2
3955,129721,黃滔,2210,76150,徐夤,2
3955,129721,黃滔,3600,121462,封渭,2
3955,129721,黃滔,5415,177523,鄭諴,2
3976,130391,蔡孚,3271,110199,李隆基,2
3993,130749,杜奕,4669,152000,嚴維,2
4020,131115,杜牧,148,6006,唐持,2
4020,131115,杜牧,533,15828,王逢,2
4020,131115,杜牧,1028,32451,張好好,2
4020,131115,杜牧,1332,42621,孟遲,2
4020,131115,杜牧,1822,59094,崔郾,2
4020,131115,杜牧,2122,74002,殷潛之,2
4020,131115,杜牧,3130,105436,李甘,2
4020,131115,杜牧,3158,106607,李中敏,2
4020,131115,杜牧,3459,116821,韋楚老,2
4020,131115,杜牧,3790,124445,韓綽,2
4020,131115,杜牧,5444,177886,鄭處誨,2
4036,132539,杜荀鶴,1066,33032,張曙,2
4036,132539,杜荀鶴,1126,35562,裴瓚,2
4036,132539,杜荀鶴,3300,112223,李鐔,2
4036,132539,杜荀鶴,5499,178637,鄭蕘,2
4047,133203,杜甫,152,6074,唐旻,2
4047,133203,杜甫,423,12856,王承俊,2
4047,133203,杜甫,5641,181593,王潛,2
4047,133203,杜甫,586,16847,王契,2
4047,133203,杜甫,685,19027,元結,2
4047,133203,杜甫,861,26437,張望,2
4047,133203,杜甫,901,28526,張玠,2
4047,133203,杜甫,1022,32365,張堉,2
4047,133203,杜甫,1569,52678,何邕,2
4047,133203,杜甫,1746,57589,崔潩,2
4047,133203,杜甫,1859,59793,斛斯融,2
4047,133203,杜甫,2041,72988,吳郁,2
4047,133203,杜甫,2241,78148,徐知道,2
4047,133203,杜甫,2244,78186,鮮于仲通,2
4047,133203,杜甫,2300,78871,宇文晁,2
4047,133203,杜甫,2443,82869,顧戒奢,2
4047,133203,杜甫,3327,112652,李光弼,2
4047,133203,杜甫,3363,115104,韋班,2
4047,133203,杜甫,5837,500755,韋偃,2
4047,133203,杜甫,3400,115604,韋續,2
4047,133203,杜甫,3647,121989,花敬定,2
4047,133203,杜甫,3727,123178,蘇端,2
4047,133203,杜甫,3740,123793,蘇纓,2
4047,133203,杜甫,5877,501401,華蓋君,2
4047,133203,杜甫,3924,129338,薛景仙,2
4047,133203,杜甫,4014,131037,杜佐,2
4047,133203,杜甫,4053,136623,杜驥子,2
4047,133203,杜甫,4134,139665,賀蘭銛,2
4047,133203,杜甫,5861,501227,楊子琳,2
4047,133203,杜甫,4716,153219,阮昉,2
4047,133203,杜甫,5130,168046,陽濟,2
4047,133203,杜甫,5494,178570,鄭賁,2
4047,133203,杜甫,5535,179877,鄭鍊,2
4065,136837,權龍褒,3235,107853,李顯,2
4068,136878,權德輿,1132,35795,裴佶,2
4068,136878,權德輿,1722,57209,崔穉璋,2
4068,136878,權德輿,1724,57229,崔從質,2
4068,136878,權德輿,1780,58068,崔懿伯,2
4068,136878,權德輿,2075,73394,穆賞,2
4068,136878,權德輿,2496,83700,沈旣濟,2
4068,136878,權德輿,2751,91193,李謜,2
4068,136878,權德輿,3082,103926,李直方,2
4068,136878,權德輿,4070,137845,韋渠牟,2
4068,136878,權德輿,4056,136681,杜兼,2
4068,136878,權德輿,4419,146253,趙昌,2
4105,138911,獨孤及,451,14665,王崟,2
4105,138911,獨孤及,1121,35509,裴冀,2
4105,138911,獨孤及,1179,36812,裴冑先,2
4105,138911,獨孤及,4871,159981,劉造,2
4145,139957,楊廉,3235,107853,李顯,2
4167,140383,楊衡,5648,181757,靈澈,2
4197,141175,楊汝士,5207,169788,段文昌,2
4203,141505,楊凝式,953,29478,張從恩,2
4287,143365,胡皓,864,26474,張說,2
4308,143620,都良香,4229,141792,楊成規,2
4325,143768,柳宗元,834,25786,賈鵬,2
4325,143768,柳宗元,5686,182315,重巽,2
4325,143768,柳宗元,2204,76082,徐俊,2
4325,143768,柳宗元,2535,84735,浩初,2
4325,143768,柳宗元,2758,92300,李靖,2
4325,143768,柳宗元,4482,146842,婁圖南,2
4340,144497,柳公綽,1429,48028,毛干,2
4341,144530,柳公權,3332,112721,李炎,2
4370,145017,趙謙光,4130,139619,賀遂涉,2
4413,145650,趙嘏,972,29662,張濆,2
4413,145650,趙嘏,1488,49146,盧緘,2
4413,145650,趙嘏,2490,83533,沈詢,2
4413,145650,趙嘏,5261,172432,滕邁,2
4485,146872,秦系,1959,70054,皇甫溫,2
4485,146872,秦系,3920,129276,薛播,2
4496,147230,拓拔思恭,2808,92978,李琪,2
4516,147458,戎昱,2472,83311,梁淑,2
4516,147458,戎昱,3215,107468,李昌巙,2
4520,147772,慧稜,660,18675,雪峯,2
4520,147772,慧稜,1416,45486,伭沙,2
4533,147991,曹鄴,4901,160547,劉駕,2
4608,149521,呂巖,5355,175178,鍾離權,2
4652,150666,羅隱,59,3605,高崇節,2
4652,150666,羅隱,89,5009,高駢,2
4652,150666,羅隱,752,23222,于蘊玉,2
4652,150666,羅隱,1199,37029,裴饒,2
4652,150666,羅隱,1410,45338,喬詡,2
4652,150666,羅隱,2521,84546,沈光,2
4652,150666,羅隱,2745,91048,李讓夷,2
4652,150666,羅隱,4653,151208,李儇,2
4652,150666,羅隱,3115,104929,李蔚,2
4652,150666,羅隱,5819,500514,無照,2
4652,150666,羅隱,5598,181132,常修,2
4757,153756,馬戴,1688,56491,崔邵,2
4757,153756,馬戴,1931,62103,白石,2
4801,154771,劉商,649,18139,豆盧峯,2
4805,155060,劉言史,1312,39953,孟郊,2
4819,155372,劉禹錫,149,6018,唐扶,2
4819,155372,劉禹錫,5690,182340,盧徵,2
4819,155372,劉禹錫,1705,56713,崔侑,2
4819,155372,劉禹錫,5744,183076,溫造,2
4819,155372,劉禹錫,3752,123960,蘇景胤,2
4819,155372,劉禹錫,4581,149144,田順郎 ,2
4819,155372,劉禹錫,5208,169872,段平仲,2
4847,159225,劉得仁,268,8115,謝觀,2
4847,159225,劉得仁,3973,130334,蔡京,2
4870,159945,劉禕之,2802,92872,李弘,2
4870,159945,劉禕之,3014,102092,李治,2
4916,160773,劉蛻,5809,500312,陳子昂,2
4944,163253,劉隱辭,344,9186,許宗憲,2
4950,163293,劉叉,1312,39953,孟郊,2
5026,166085,陸暢,798,23857,雲安公主,2
5026,166085,陸暢,2330,79575,竇鞏,2
5031,166374,陸堅,3271,110199,李隆基,2
5046,166574,陳翊,3685,122645,蕭存,2
5052,166652,陳元裕,5360,175264,鍾蒨,2
5060,166715,陳羽,2583,85400,溫商,2
5060,166715,陳羽,5009,165832,陸澧,2
5124,167799,陳陶,677,18873,元孚,2
5124,167799,陳陶,3344,113038,韋廑,2
5124,167799,陳陶,3783,124376,韓襄,2
5168,168604,周朴,2682,87773,大潙,2
5196,169470,眉娘,1611,53349,卓英英,2
5214,169962,段成式,2193,75947,徐商,2
5237,170615,歐陽詹,1394,44550,邵楚萇,2
5237,170615,歐陽詹,5046,166574,陳翊,2
5237,170615,歐陽詹,5047,166574,陳詡,2
5237,170615,歐陽詹,5457,178128,鄭儋,2
5242,170994,貫休,1253,37744,孫徽,2
5242,170994,貫休,2719,89655,赤松,2
5242,170994,貫休,3989,130710,葉蒙,2
5242,170994,貫休,4647,150541,羅鄴,2
5242,170994,貫休,5539,179926,鄭鎰,2
5276,172655,翁承贊,5277,172802,翁承檢,2
5280,172835,翁洮,30,2083,方千,2
5331,174537,羊士諤,4274,143187,郄昂,2
5334,174855,義淨,219,7247,玄逵,2
5375,175616,錢起,622,17832,王鉅,2
5375,175616,錢起,639,18019,王恆,2
5375,175616,錢起,1594,53047,虞說,2
5375,175616,錢起,2153,75013,鄔載,2
5375,175616,錢起,2166,75303,包何,2
5375,175616,錢起,2481,83411,梁鍠,2
5375,175616,錢起,2507,84334,沈沖,2
5375,175616,錢起,3113,104910,李勸,2
5375,175616,錢起,4546,148507,曹鈞,2
5375,175616,錢起,4784,154506,長孫繹,2
5375,175616,錢起,4991,163993,陸珽,2
5523,178950,鄭璧,2712,88142,皮日休,2
5533,179052,鄭谷,352,10780,許彬,2
5533,179052,鄭谷,817,24224,賈嵩,2
5533,179052,鄭谷,4252,142790,楊夔,2
5533,179052,鄭谷,4357,144762,狄歸昌,2
5533,179052,鄭谷,4431,146372,趙光裔,2
5533,179052,鄭谷,4634,150392,圓昉,2
5533,179052,鄭谷,5317,174425,無本,2
5533,179052,鄭谷,5485,178403,鄭溵,2
5590,180802,尙顔,5467,178217,鄭準,2
5595,181042,常建,592,16917,王昌齡,2
5630,181352,呂溫,3593,121395,戴簡,2
5630,181352,呂溫,4603,149460,呂讓,2
5662,181940,高適,74,4809,高式顔,2
5662,181940,高適,291,8453,郭微,2
5662,181940,高適,505,15273,王之渙,2
5662,181940,高適,641,18066,王悔,2
5662,181940,高適,2494,83659,沈千運,2
5662,181940,高適,3022,102435,李禕,2
5662,181940,高適,4132,139644,賀蘭進明,2
5662,181940,高適,4600,149389,畢抗,2
5662,181940,高適,4604,149478,呂諲,2
5662,181940,高適,5097,167526,陳希烈,2
5736,182985,顧況,2437,82377,顧從真,2
5736,182985,顧況,4883,160196,劉太真,2
5767,183471,呂從慶,5631,181353,呂從善,2
5775,183681,劉長卿,33,3233,方外,2
5775,183681,劉長卿,345,9193,許法稜,2
5775,183681,劉長卿,655,18629,靈祐,2
5775,183681,劉長卿,1029,32460,張起,2
5775,183681,劉長卿,5705,182556,崔真甫,2
5775,183681,劉長卿,1815,58932,崔昭,2
5775,183681,劉長卿,5741,183015,凈虛,2
5775,183681,劉長卿,2464,83242,梁耿,2
5775,183681,劉長卿,2465,83256,梁乘,2
5775,183681,劉長卿,2662,87535,道標,2
5775,183681,劉長卿,2804,92924,李延陵,2
5775,183681,劉長卿,3085,103965,李希言,2
5775,183681,劉長卿,3177,106835,李揆,2
5809,500312,陳子昂,1205,37126,冀珪,2
5809,500312,陳子昂,4381,145142,趙貞固,2
5833,500707,裴循,2975,100909,李適之,2
5852,500987,藤原雅量,5675,182276,裴璆,2
6,62,龐蘊,4751,153704,馬祖,1
8,114,座客,5150,168337,周顗,1
8,114,座客,5151,168343,周顓,1
11,138,雍陶,757,23436,于人文,1
11,138,雍陶,2364,80420,宗靜,1
11,138,雍陶,2679,87721,大徹,1
11,138,雍陶,2892,96573,李紺,1
11,138,雍陶,4554,148797,契玄,1
11,138,雍陶,4759,154161,馬艾,1
13,357,彥昇,5696,182495,崔元範,1
13,357,彥昇,2756,92250,李訥,1
13,357,彥昇,4506,147336,盛小叢,1
14,374,廖融,1449,48467,伍彬,1
14,374,廖融,5279,172820,翁宏,1
15,409,廖凝,4443,146489,史虛白,1
16,424,廖有方,2023,72724,吳綰,1
17,430,廖匡圖,1977,71870,泉陵,1
17,430,廖匡圖,2511,84364,沈彬,1
19,464,齊己,15,409,廖凝,1
19,464,齊己,130,5740,唐弘,1
19,464,齊己,138,5860,唐洙,1
19,464,齊己,173,6492,文浩,1
19,464,齊己,176,6531,文英,1
19,464,齊己,182,6586,文勝,1
19,464,齊己,183,6592,文益,1
19,464,齊己,209,7171,言之,1
19,464,齊己,319,8716,詢公,1
19,464,齊己,427,12889,王重,1
19,464,齊己,490,15129,王彝訓,1
19,464,齊己,5645,181748,靈[巩言],1
19,464,齊己,716,22504,元願,1
19,464,齊己,1218,37267,延栖,1
19,464,齊己,1277,38228,孫鳳,1
19,464,齊己,5671,182099,孫闢,1
19,464,齊己,5634,181391,𧦬公,1
19,464,齊己,1450,48479,虛受,1
19,464,齊己,1461,48647,盧說,1
19,464,齊己,1571,52694,何崇丘,1
19,464,齊己,2010,72360,吳平,1
19,464,齊己,2012,72372,吳延保,1
19,464,齊己,2091,73583,倪署,1
19,464,齊己,20,1141,僧達,1
19,464,齊己,2188,75823,從益,1
19,464,齊己,2321,79231,實仁,1
19,464,齊己,2444,82880,顧蟾,1
19,464,齊己,5740,183012,冰禪,1
19,464,齊己,2458,83088,潘歸仁,1
19,464,齊己,2561,85200,淸古,1
19,464,齊己,2569,85282,淸尙,1
19,464,齊己,2619,86618,凝密,1
19,464,齊己,21,1291,九華,1
19,464,齊己,2820,93515,李瓊,1
19,464,齊己,2955,100347,李從榮,1
19,464,齊己,3719,123090,藏休,1
19,464,齊己,3942,129595,楚雲,1
19,464,齊己,3944,129616,楚巒,1
19,464,齊己,3945,129622,楚萍,1
19,464,齊己,3965,130263,黃暉,1
19,464,齊己,4279,143277,胡謙光,1
19,464,齊己,4296,143500,胡鴻蘊,1
19,464,齊己,4347,144631,乾康,1
19,464,齊己,4475,146762,惠暹,1
19,464,齊己,4774,154397,匡白,1
19,464,齊己,5054,166679,陳霸,1
19,464,齊己,5084,167432,陳沆,1
19,464,齊己,5132,168069,隆公,1
19,464,齊己,5149,168331,周秀,1
19,464,齊己,5241,170987,興公,1
19,464,齊己,5313,174373,無染,1
19,464,齊己,5398,177409,智滿,1
19,464,齊己,22,1897,鄭谷神,1
19,464,齊己,5588,180785,光味,1
28,2051,齊鎬,2315,79178,窅娘,1
30,2083,方千,41,3350,高讜,1
30,2083,方千,63,4705,高洪,1
30,2083,方千,197,6758,章碣,1
30,2083,方千,255,7981,謝麟,1
30,2083,方千,337,9126,許巢,1
30,2083,方千,346,9204,許溫,1
30,2083,方千,400,11781,王霖,1
30,2083,方千,417,12796,王羽,1
30,2083,方千,739,22901,于德晦,1
30,2083,方千,765,23518,天得,1
30,2083,方千,845,25937,項信,1
30,2083,方千,846,25943,項洙,1
30,2083,方千,1238,37492,孫璐,1
30,2083,方千,1270,38152,孫輅,1
30,2083,方千,1271,38159,孫蜀,1
30,2083,方千,1478,48952,盧虔灌,1
30,2083,方千,1479,48966,盧卓,1
30,2083,方千,1895,61659,朱特,1
30,2083,方千,2008,72346,吳彥融,1
30,2083,方千,2013,72383,吳磻,1
30,2083,方千,2221,76622,徐溫,1
30,2083,方千,2277,78649,房由,1
30,2083,方千,2326,79399,竇雲,1
30,2083,方千,2485,83490,洗修白,1
30,2083,方千,2652,87446,道虔,1
30,2083,方千,2720,89665,李主簿,1
30,2083,方千,3306,112267,李知誨,1
30,2083,方千,3337,112824,李恬,1
30,2083,方千,3580,120356,姚舒,1
30,2083,方千,4238,141887,楊嚴,1
30,2083,方千,4282,143327,方千,1
30,2083,方千,4349,144683,乾素,1
30,2083,方千,4435,146417,趙常,1
30,2083,方千,4858,159710,劉沆,1
30,2083,方千,4869,159939,劉漢宏,1
30,2083,方千,5810,500335,陳子美,1
30,2083,方千,5095,167512,陳乂都,1
30,2083,方千,5104,167635,陳式,1
30,2083,方千,5195,169463,居遠,1
30,2083,方千,5250,172326,鑒休,1
30,2083,方千,5274,172642,鏡空,1
30,2083,方千,31,3074,錢特卿,1
30,2083,方千,5442,177808,鄭仁規,1
30,2083,方千,5450,178034,鄭台,1
30,2083,方千,5576,180580,懷觀,1
30,2083,方千,5578,180666,懷靜,1
34,3259,方龜精,5365,175351,錢元懿,1
38,3290,高亭,5652,181866,元載,1
42,3356,高正臣,5142,168146,周彥昭,1
42,3356,高正臣,49,3480,高球,1
42,3356,高正臣,557,16047,王茂時,1
42,3356,高正臣,2205,76093,徐皓,1
42,3356,高正臣,4781,154473,長孫正隱,1
42,3356,高正臣,5886,501550,高紹,1
42,3356,高正臣,2634,87254,郎 餘令,1
42,3356,高正臣,4884,160281,劉友賢,1
42,3356,高正臣,413,11983,王勔,1
42,3356,高正臣,2131,74324,解琬,1
42,3356,高正臣,5887,501560,張錫,1
43,3376,高元裕,5039,166477,陳商,1
45,3424,高霽,2903,97304,李白,1
45,3424,高霽,3461,116852,韋權與,1
45,3424,高霽,3462,116852,韋權輿,1
47,3443,髙璩,3901,128796,薛逢,1
55,3569,高衢,4995,164235,陸貞洞,1
61,3621,高傪,4883,160196,劉太真,1
65,4720,高湘,66,4745,高湜,1
65,4720,高湘,5696,182495,崔元範,1
67,4755,高退之,572,16325,王起,1
71,4786,高士廉,3129,105086,李世民,1
75,4822,高越,954,29486,張宣,1
80,4890,高鶴林,5251,172333,鑒真,1
83,4933,高拯,3880,128336,薛邕,1
84,4939,高蟾,66,4745,高湜,1
89,5009,高駢,599,17527,王昭符,1
89,5009,高駢,3034,102611,李迪,1
89,5009,高駢,3069,103586,李遂良,1
89,5009,高駢,4542,148455,曹別勑,1
94,5118,高銖,884,28139,張弘靖,1
98,5158,席元明,1836,59338,崔知賢,1
101,5221,庸仁傑,5076,167364,陳德誠,1
114,5357,康駢,2328,79412,竇弘餘,1
114,5357,康駢,3271,110199,李隆基,1
114,5357,康駢,5778,183763,楊太真,1
116,5382,庾承宣,2944,100169,李絳,1
120,5500,庾抱,1851,59602,樂彥,1
120,5500,庾抱,3975,130373,蔡君知,1
126,5554,唐彥謙,30,2083,方千,1
126,5554,唐彥謙,127,5707,唐高,1
126,5554,唐彥謙,131,5745,唐弘夫,1
126,5554,唐彥謙,179,6555,文惠,1
126,5554,唐彥謙,213,7195,玄貞,1
126,5554,唐彥謙,416,12790,王理得,1
126,5554,唐彥謙,1639,55288,任潛,1
126,5554,唐彥謙,5826,500633,李瀆,1
126,5554,唐彥謙,3218,107490,李昌時,1
126,5554,唐彥謙,3409,115769,韋向,1
126,5554,唐彥謙,3771,124161,樊琯,1
126,5554,唐彥謙,3818,125088,韓喜,1
126,5554,唐彥謙,4383,145183,趙,1
126,5554,唐彥謙,5083,167426,陳微,1
137,5849,唐遠悊,3235,107853,李顯,1
137,5849,唐遠悊,5268,172508,金城公主,1
143,5911,唐求,895,28366,張玖,1
143,5911,唐求,5788,183942,行如,1
143,5911,唐求,2433,82103,顧非熊,1
146,5994,唐朝美,3089,104010,李存勖,1
149,6018,唐扶,4709,152905,路隋,1
151,6062,唐思言,572,16325,王起,1
159,6128,廣文諸生,2878,95774,李德裕,1
183,6592,文益,5844,500841,木平,1
187,6635,辛弘智,4649,150619,羅道琮,1
187,6635,辛弘智,5600,181149,常定宗,1
192,6693,辛替否,3235,107853,李顯,1
193,6700,辛晃,1383,43558,司空曙,1
193,6700,辛晃,5777,183754,耿湋,1
193,6700,辛晃,591,16902,王早,1
195,6736,辛學士,482,14971,王績,1
196,6752,章玄同,1090,33285,張錫,1
197,6758,章碣,1392,44528,邵安石,1
197,6758,章碣,3403,115626,韋岫,1
197,6758,章碣,3758,124061,蘇粹,1
197,6758,章碣,4050,136605,杜晦,1
197,6758,章碣,5401,177429,智通,1
204,6904,章孝標,210,7177,言樞,1
204,6904,章孝標,656,18639,靈初,1
204,6904,章孝標,1287,38315,武翊黃,1
204,6904,章孝標,1313,41121,孟元翊,1
204,6904,章孝標,1893,61632,朱秀,1
204,6904,章孝標,4807,155173,劉端夫,1
204,6904,章孝標,4832,159108,劉巖夫,1
204,6904,章孝標,4861,159737,劉寬夫,1
204,6904,章孝標,4915,160767,劉蟾,1
204,6904,章孝標,4996,164250,陸鬯,1
204,6904,章孝標,5077,167383,陳嶢,1
204,6904,章孝標,5265,172474,金可紀,1
208,7157,辨才,3664,122191,蕭翼,1
229,7360,裒,5584,180747,光,1
229,7360,裒,4514,147436,威,1
232,7397,顏頊,2975,100909,李適之,1
236,7451,顔師古,3129,105086,李世民,1
237,7457,顔峴,238,7459,李適之,1
239,7474,顔粲,244,7510,顏真卿,1
240,7481,顏渾,2975,100909,李適之,1
244,7510,顏真卿,2558,85158,淸遠,1
244,7510,顏真卿,4080,138554,横飛,1
244,7510,顏真卿,4632,150362,圓寂,1
244,7510,顏真卿,5888,501573,裴循,1
244,7510,顏真卿,2048,73101,吳筠,1
244,7510,顏真卿,1308,39892,強蒙,1
244,7510,顏真卿,3618,121679,范縉,1
244,7510,顏真卿,480,14937,王純,1
244,7510,顏真卿,1984,72043,魏理,1
244,7510,顏真卿,489,15116,王修甫,1
244,7510,顏真卿,4893,160429,劉茂,1
244,7510,顏真卿,241,7481,顔渾,1
244,7510,顏真卿,4174,140716,楊德元,1
244,7510,顏真卿,1674,56075,崔弘,1
244,7510,顏真卿,4444,146517,史仲宣,1
244,7510,顏真卿,5011,165909,陸涓,1
244,7510,顏真卿,1974,71850,伯成,1
244,7510,顏真卿,1774,58021,崔萬,1
244,7510,顏真卿,2114,73944,殷佐明,1
244,7510,顏真卿,2115,73944,殷明佐,1
244,7510,顏真卿,3707,122960,蔣志,1
244,7510,顏真卿,5891,501613,裴休,1
244,7510,顏真卿,2598,86281,湯淸河,1
244,7510,顏真卿,2282,78694,房夔,1
244,7510,顏真卿,2281,78687,房益,1
247,7823,顏萱,973,29675, 張祜,1
247,7823,顏萱,974,29675,張祜,1
251,7888,譚用之,1582,52817,何陵俊,1
251,7888,譚用之,4090,138720,林逢吉,1
251,7888,譚用之,4440,146466,中孚,1
258,8001,謝勮,4877,160053,劉迥,1
259,8008,謝生,4210,141621,楊女,1
260,8014,謝仲宣,2235,77033,徐鉉,1
263,8044,謝良弼,4669,152000,嚴維,1
274,8160,護國,401,11787,王班,1
274,8160,護國,4505,147330,盛安,1
275,8207,諸葛覺,3285,111571,李益,1
275,8207,諸葛覺,3457,116775,韋執中,1
277,8237,郭正一,2691,87862,太平公主,1
282,8333,郭廷謂,5809,500312,陳子昂,1
286,8396,郭受,4047,133203,杜甫,1
290,8447,郭紹蘭,1638,55282,任宗,1
292,8478,郭從義,3644,121951,夢英,1
296,8517,郭澹,5010,165888,陸渭,1
296,8517,郭澹,4883,160196,劉太真,1
296,8517,郭澹,1695,56616,崔何,1
296,8517,郭澹,5892,501626,王緯,1
310,8629,郭圓,885,28211,張延賞,1
310,8629,郭圓,3407,115669,韋皋,1
322,8738,施肩吾,261,8021,謝自然,1
322,8738,施肩吾,5707,182561,崔嘏,1
322,8738,施肩吾,2019,72699,吳偃,1
322,8738,施肩吾,2704,88060,南一,1
322,8738,施肩吾,3615,121635,范玄,1
322,8738,施肩吾,5779,183838,莎地,1
322,8738,施肩吾,4127,139592,賀仲宣,1
322,8738,施肩吾,5772,183596,劉京,1
322,8738,施肩吾,5421,177631,鄭玉華,1
322,8738,施肩吾,5459,178162,鄭倫,1
322,8738,施肩吾,5508,178750,鄭申府,1
327,9003,許天正,5053,166664,陳元光,1
342,9169,許宣平,2903,97304,李白,1
343,9180,許纒,330,9021,許飛瓊,1
348,9216,許渾,301,8560,郭太后,1
348,9216,許渾,324,8985,許彥昭,1
348,9216,許渾,360,11077,許暐,1
348,9216,許渾,399,11775,王可封,1
348,9216,許渾,486,15079,王總,1
348,9216,許渾,5644,181745,靈聰,1
348,9216,許渾,669,18796,丁公著,1
348,9216,許渾,707,22427,元晝,1
348,9216,許渾,756,23323,于興宗,1
348,9216,許渾,5780,183854,孫仙侶,1
348,9216,許渾,1305,39865,武全通,1
348,9216,許渾,1405,45277,重沼,1
348,9216,許渾,5789,183945,行堅,1
348,9216,許渾,1595,53056,虞元長,1
348,9216,許渾,5699,182503,崔珙,1
348,9216,許渾,1766,57863,崔壽,1
348,9216,許渾,1767,57875,崔壽韓,1
348,9216,許渾,1779,58061,崔坰,1
348,9216,許渾,1850,59594,崇隱,1
348,9216,許渾,1861,59823,德玄,1
348,9216,許渾,1881,60856,仲儀,1
348,9216,許渾,1928,62083,朱餘慶,1
348,9216,許渾,1953,69991,自省,1
348,9216,許渾,2106,73779,侯春時,1
348,9216,許渾,2155,75131,魚思別,1
348,9216,許渾,2180,75749,翛然,1
348,9216,許渾,2383,81367,宋次都,1
348,9216,許渾,2402,81563,江準,1
348,9216,許渾,2424,81896,馮陶,1
348,9216,許渾,2495,83688,沈卓,1
348,9216,許渾,2517,84502,沈單,1
348,9216,許渾,2550,84974,沖沼,1
348,9216,許渾,5781,183870,禪定,1
348,9216,許渾,5626,181348,太和公主,1
348,9216,許渾,5627,181349,太昱,1
348,9216,許渾,2741,91023,李文明,1
348,9216,許渾,2748,91169,李玄,1
348,9216,許渾,2827,94024,李羣之,1
348,9216,許渾,3250,109373,李瞑,1
348,9216,許渾,3331,112708,李當,1
348,9216,許渾,3406,115663,韋伯達,1
348,9216,許渾,3439,116115,韋澳,1
348,9216,許渾,3536,118056,栖玄,1
348,9216,許渾,3869,127884,薛平,1
348,9216,許渾,3900,128788,薛洪,1
348,9216,許渾,4017,131071,杜佑,1
348,9216,許渾,4221,141729,楊嘏,1
348,9216,許渾,4276,143220,好直,1
348,9216,許渾,4317,143698,柳璟,1
348,9216,許渾,4556,148828,契直,1
348,9216,許渾,349,10510,馬鎭西,1
348,9216,許渾,4848,159615,劉皋,1
348,9216,許渾,5804,500134,丘直方,1
348,9216,許渾,5006,165806,陸洿,1
348,9216,許渾,5007,165806,陸绔,1
348,9216,許渾,5205,169773,開元,1
348,9216,許渾,5211,169927,段秀實,1
348,9216,許渾,5303,173817,令閑,1
348,9216,許渾,5314,174380,無夢,1
348,9216,許渾,5315,174413,無晝,1
348,9216,許渾,5466,178210,鄭憲,1
348,9216,許渾,5471,178294,鄭寂,1
348,9216,許渾,5560,180476,惟直,1
348,9216,許渾,5565,180505,惟素,1
348,9216,許渾,5585,180764,光儀,1
353,10837,許蘭,4563,148914,最澄,1
354,10842,許敬宗,3533,118023,來濟,1
354,10842,許敬宗,4417,146233,趙中虛,1
354,10842,許敬宗,1572,52700,何仲宣,1
354,10842,許敬宗,5424,177660,鄭元璹,1
354,10842,許敬宗,1072,33089,張后胤,1
354,10842,許敬宗,853,26159,張文琮,1
354,10842,許敬宗,5025,166079,陸搢,1
358,11028,許圉師,3014,102092,李治,1
362,11090,許堅,2235,77033,徐鉉,1
366,11120,許棠,331,9027,許琳,1
366,11120,許棠,364,11107,許籌,1
366,11120,許棠,2716,89634,志空,1
366,11120,許棠,3219,107500,李昌符,1
366,11120,許棠,3256,109587,李隲,1
366,11120,許棠,4046,133196,杜中立,1
366,11120,許棠,5872,501329,趙能卿,1
366,11120,許棠,4728,153409,厲霆,1
366,11120,許棠,5018,166006,陸墉,1
366,11120,許棠,5460,178168,鄭徽,1
366,11120,許棠,5607,181205,省玄,1
385,11643,王諲,3271,110199,李隆基,1
391,11681,王正己,14,374,廖融,1
391,11681,王正己,1636,55270,任鵠,1
395,11714,王元,14,374,廖融,1
395,11714,王元,820,24265,賈島,1
395,11714,王元,2763,92382,李韶,1
398,11763,王霞卿,5456,178116,鄭殷彝,1
402,11793,王碩,4995,164235,陸貞洞,1
