id1,id2,weight
13017,115763,1
13017,115806,1
13017,117284,2
13017,117473,2
13017,121967,2
13017,122366,1
13017,123127,2
13017,123136,1
13017,129183,3
13017,130521,3
13017,132498,1
13017,13863,1
13017,141855,1
13017,145169,1
13017,146542,1
13017,146672,1
13017,148885,1
13017,150273,1
13017,150299,1
13017,151819,3
13017,163668,3
13017,167526,1
13017,167714,1
13017,175616,3
14223,15394,1
14223,125982,1
14284,181938,1
14284,14223,4
14284,15592,1
14284,107241,1
14284,113005,1
14284,125982,1
14284,143414,1
14347,26474,1
14402,180586,1
14415,23914,1
14415,118245,1
14415,159152,1
14415,160046,1
14415,170994,1
14415,179052,2
14513,13017,1
14513,16917,1
14513,36115,1
14513,49272,1
14513,59123,1
14513,150273,1
14709,110199,1
14714,37395,1
14725,129502,1
14744,14746,1
14758,95774,1
14764,144838,1
14770,130719,1
14809,102092,1
14849,165888,3
14902,102300,1
14917,75947,1
14937,100909,1
14937,7510,1
14971,32476,1
14971,42984,1
14971,59260,1
14971,61675,1
14971,78384,1
14971,128545,1
15116,100909,1
15116,7510,1
15135,62215,1
15135,126119,1
15135,180513,1
15273,181940,1
15273,16917,1
15353,38399,1
15365,38399,1
15414,6146,1
15414,100578,1
15592,28521,1
15640,71450,4
15712,36498,1
15749,164235,1
15786,41346,1
15913,88034,1
15919,132539,1
15968,152694,1
15986,110199,1
15998,62215,1
16047,3356,1
16055,104782,1
16066,78227,1
16066,118263,1
16094,15786,1
16094,44539,1
16094,52089,1
16094,121448,1
16094,128423,2
16094,129142,2
16193,18873,1
16193,112830,1
16206,121951,1
16225,16325,1
16225,169064,1
16274,181866,2
16288,164235,1
16295,99562,1
16307,85330,1
16325,48028,1
16325,95774,7
16325,169064,1
16325,155372,4
16649,5526,1
16649,26474,3
16649,80536,1
16649,86649,1
16649,110199,3
16742,95774,1
16799,93312,1
16902,43558,1
16902,91203,1
16902,181636,1
16902,6700,1
16917,6677,2
16917,8453,1
16917,12819,1
16917,12839,1
16917,13017,1
16917,16979,1
16917,17963,1
16917,23500,1
16917,29146,1
16917,30694,1
16917,35423,1
16917,36916,1
16917,44423,1
16917,53495,1
16917,55119,1
16917,55344,1
16917,58648,1
16917,59082,1
16917,59523,1
16917,61920,1
16917,71390,2
16917,75005,1
16917,78846,1
16917,84525,1
16917,95109,2
16917,97304,1
16917,102011,1
16917,104818,1
16917,107211,1
16917,109606,1
16917,110199,3
16917,122203,1
16917,124109,1
16917,124116,1
16917,125079,2
16917,129183,1
16917,130521,1
16917,144777,1
16917,146612,1
16917,150273,1
16917,183598,1
16917,160323,2
16917,160821,1
16917,166598,1
16917,169950,1
17491,107853,1
17521,23323,1
17555,26474,2
17555,110199,2
17660,25796,1
17666,120408,1
17666,153203,1
17776,39585,1
17776,80758,1
17842,170994,1
17852,45347,1
17879,23323,1
17976,26474,2
17976,110199,2
18198,14658,1
18198,61438,1
18198,70010,1
18198,70162,2
18198,71450,1
18198,152764,1
18198,166616,1
18198,169388,1
18198,180454,1
18660,160547,1
18710,112347,1
18710,154601,1
18741,16325,1
18741,169064,1
18873,93571,1
18873,112721,1
18873,159225,1
18873,177325,1
19027,6121,2
19027,22217,1
19027,25702,1
19027,28508,1
19027,35433,1
19027,39929,5
19027,41129,1
19027,52805,1
19027,159917,1
19027,180792,2
19027,181030,1
19128,5126,1
19128,5193,1
19128,5396,3
19128,5415,7
19128,5898,1
19128,6146,1
19128,6721,3
19128,8991,1
19128,11614,1
19128,14387,2
19128,16325,5
19128,16882,1
19128,17588,2
19128,18964,1
19128,21993,1
19128,22018,1
19128,22043,2
19128,22282,1
19128,22411,2
19128,22493,1
19128,22510,1
19128,22516,1
19128,22604,1
19128,23816,1
19128,23868,1
19128,27867,1
19128,27873,2
19128,27928,1
19128,183248,1
19128,28840,1
19128,33347,3
19128,34682,1
19128,36295,7
19128,36564,3
19128,36675,1
19128,38240,1
19128,38255,1
19128,44360,1
19128,48028,1
19128,48972,10
19128,49070,2
19128,51722,2
19128,51794,2
19128,51964,1
19128,182720,1
19128,53305,2
19128,55366,1
19128,182491,1
19128,55727,6
19128,55833,1
19128,56101,1
19128,56385,1
19128,56787,1
19128,57218,1
19128,57384,1
19128,181345,6
19128,182609,1
19128,62127,3
19128,62232,1
19128,62302,106
19128,72814,1
19128,72820,5
19128,73038,1
19128,73376,1
19128,182925,2
19128,79575,9
19128,80125,3
19128,89648,1
19128,91071,5
19128,92317,1
19128,92343,1
19128,93012,9
19128,95774,3
19128,96682,16
19128,97222,1
19128,99653,1
19128,100243,6
19128,100504,1
19128,101295,2
19128,101604,3
19128,101793,1
19128,103312,1
19128,103360,3
19128,20401,1
19128,106656,2
19128,107147,1
19128,107639,7
19128,107692,11
19128,107801,1
19128,112461,1
19128,112467,9
19128,115015,1
19128,115028,3
19128,115409,1
19128,115520,2
19128,115669,2
19128,115982,2
19128,116249,1
19128,116266,1
19128,117325,3
19128,117371,2
19128,120399,1
19128,124068,1
19128,124230,1
19128,126119,2
19128,128580,2
19128,130820,3
19128,131095,3
19128,133203,1
19128,136878,1
19128,138766,2
19128,139457,1
19128,139543,3
19128,140237,1
19128,140271,1
19128,142018,10
19128,143283,5
19128,143576,1
19128,143768,1
19128,149503,1
19128,181352,1
19128,150158,4
19128,152390,5
19128,152469,1
19128,152608,1
19128,152654,1
19128,152681,1
19128,153687,2
19128,154347,1
19128,155207,1
19128,155372,2
19128,160163,3
19128,160408,2
19128,160601,11
19128,160679,1
19128,163612,1
19128,168349,2
19128,169284,4
19128,181808,1
19128,174502,1
19128,175113,1
19128,175303,1
19128,175431,1
19128,177368,1
19128,177460,1
19128,178252,1
19128,180007,4
22006,103360,1
22375,87862,1
22375,92872,1
22375,102092,3
22459,122209,1
22583,172333,1
22746,144838,1
22851,39585,1
22851,132189,1
22866,121785,1
22887,107853,1
22920,39916,1
22920,49252,1
22920,78818,1
22920,78899,1
22920,102651,2
22920,114797,1
22920,117436,1
22920,124246,2
22920,142012,1
22920,141041,1
22920,169332,1
22920,169456,1
23095,129153,1
23095,129183,1
23133,126015,1
23202,172949,1
23202,121454,1
23202,130782,1
23202,53451,1
23202,160449,1
23202,10842,1
23234,45583,1
23234,163746,1
23323,96618,1
23323,100565,1
23323,111470,1
23323,141024,1
23323,149035,1
23469,36891,1
23485,101604,1
23485,129129,2
23525,182985,2
23534,60472,1
23565,112279,1
23571,23573,1
23621,111565,1
23639,16325,1
23639,169064,1
23679,23764,1
23693,14327,1
23693,24265,1
23693,175145,1
23741,464,1
23741,2083,1
23741,121940,1
23741,133203,1
23741,170969,1
23764,79116,1
23939,114927,1
23948,102092,1
23948,107165,1
23958,181940,1
23958,13017,1
23958,181866,1
23958,26272,1
23958,53495,1
23958,83278,1
23958,97304,2
23958,501408,1
23958,133203,1
23958,166072,1
24245,122209,1
24265,68,2
24265,138,4
24265,5327,1
24265,5752,1
24265,5769,1
24265,5866,1
24265,6549,1
24265,7202,1
24265,7882,1
24265,11991,6
24265,14782,2
24265,16014,1
24265,18188,1
24265,18621,1
24265,22043,1
24265,22652,1
24265,23436,1
24265,25708,1
24265,28832,1
24265,32211,1
24265,33347,7
24265,182061,1
24265,37150,1
24265,39953,5
24265,41197,2
24265,42774,2
24265,48144,1
24265,52335,1
24265,56695,1
24265,57177,1
24265,57305,1
24265,58101,2
24265,182618,2
24265,61653,1
24265,61704,1
24265,61733,1
24265,62077,1
24265,70068,1
24265,70147,2
24265,71863,1
24265,72737,2
24265,74054,1
24265,74977,1
24265,75734,1
24265,181995,1
24265,78288,1
24265,80332,1
24265,82103,1
24265,83295,1
24265,83563,1
24265,84471,1
24265,84987,1
24265,85342,1
24265,86493,1
24265,88066,1
24265,90908,2
24265,91017,1
24265,92417,1
24265,92840,1
24265,95722,1
24265,102453,1
24265,103196,2
24265,103221,1
24265,104003,1
24265,105436,1
24265,105457,1
24265,107153,1
24265,107223,1
24265,110068,1
24265,111571,3
24265,112467,3
24265,115093,1
24265,115278,1
24265,117635,1
24265,118747,12
24265,121564,2
24265,123023,1
24265,124976,2
24265,126119,6
24265,129705,1
24265,130281,1
24265,130334,1
24265,133145,1
24265,136725,2
24265,118074,1
24265,139377,2
24265,139656,2
24265,141175,1
24265,142018,2
24265,142704,1
24265,143471,3
24265,144530,1
24265,146799,1
24265,25119,1
24265,148850,2
24265,149160,1
24265,149170,2
24265,151700,1
24265,153325,2
24265,153429,1
24265,153756,2
24265,154486,1
24265,154542,1
24265,159911,1
24265,160417,1
24265,160479,1
24265,160537,1
24265,160902,1
24265,163536,1
24265,163630,1
24265,166477,1
24265,168088,1
24265,168188,1
24265,172313,1
24265,172358,1
24265,173134,5
24265,173830,6
24265,174361,1
24265,174457,1
24265,174993,1
24265,175431,2
24265,177349,1
24265,177436,1
24265,178174,1
24265,178188,2
24265,178756,1
24265,180310,1
24265,180427,1
24265,180525,1
24265,180678,1
24265,111571,1
24265,116775,1
24265,8207,1
25804,152000,2
25823,80758,1
25823,107853,1
25823,110199,1
25842,62302,1
25842,34682,1
25842,155372,1
25842,56385,1
25842,33347,1
25952,17700,1
25952,18840,1
25952,23540,1
25952,33347,1
25952,38189,1
25952,51775,1
25952,82103,1
25952,82833,1
25952,97304,1
25952,111490,1
25952,118747,1
25952,170558,1
25952,172977,1
25952,177510,1
26110,26112,1
26159,10842,1
26272,28916,1
26272,38116,1
26272,45347,1
26272,52329,1
26272,70048,1
26272,149236,1
26272,178052,2
26272,180586,1
26396,37755,1
26396,80758,1
26396,110199,1
26396,112347,4
26468,149028,1
26474,3308,1
26474,3493,4
26474,8259,3
26474,11041,2
26474,11519,2
26474,12819,1
26474,14347,1
26474,17498,2
26474,17642,1
26474,17976,1
26474,18006,1
26474,32403,2
26474,37044,1
26474,37261,1
26474,38321,2
26474,39404,1
26474,39572,1
26474,39585,1
26474,43132,1
26474,182193,5
26474,44360,1
26474,44437,1
26474,45409,1
26474,45576,1
26474,49118,1
26474,182486,1
26474,182504,1
26474,58206,1
26474,58582,4
26474,61689,2
26474,71943,2
26474,75941,1
26474,76982,1
26474,78726,1
26474,78783,2
26474,78927,1
26474,80536,2
26474,80736,1
26474,81944,1
26474,83446,3
26474,94049,2
26474,95187,1
26474,99525,1
26474,100786,1
26474,101150,4
26474,101726,1
26474,103326,1
26474,107853,12
26474,110199,59
26474,111520,1
26474,112347,1
26474,115875,1
26474,117054,5
26474,118644,2
26474,121614,1
26474,122150,1
26474,122366,2
26474,122898,1
26474,123205,1
26474,123250,3
26474,127940,1
26474,501433,1
26474,130391,1
26474,130912,1
26474,139742,1
26474,142888,1
26474,142939,1
26474,144877,2
26474,145104,1
26474,145243,9
26474,146280,1
26474,152379,1
26474,155047,1
26474,160804,1
26474,163267,1
26474,163287,1
26474,165706,2
26474,172365,1
26474,172508,1
26474,174487,1
26474,178344,1
26474,180083,1
27834,38399,1
27909,39539,2
27909,39585,2
27909,147264,1
28008,129397,1
28029,28139,1
28029,33347,1
28029,34682,1
28061,155372,1
28095,130334,1
28235,101793,1
28235,126119,1
28379,41346,3
28379,44588,1
28379,58455,1
28379,117720,1
28379,122663,1
28379,123787,1
28535,97304,1
28551,38,1
28551,7308,1
28551,11120,5
28551,16917,1
28551,24265,1
28551,43025,1
28551,73596,1
28551,28641,1
28551,82045,1
28551,83463,1
28551,84938,1
28551,85206,3
28551,94262,2
28551,118074,2
28551,121409,1
28551,121415,1
28551,148523,1
28551,153212,1
28551,160007,1
28551,160067,1
28551,167799,1
28551,172599,1
28551,172610,1
28551,179052,1
28853,43267,1
28896,78453,1
28922,41129,1
28955,15244,1
28970,75650,1
28981,7102,1
28981,14513,1
28981,22914,1
28981,70162,2
28981,75191,1
28981,79920,2
28981,182985,1
28981,86852,1
28981,97304,1
28981,165760,1
29168,164235,1
29175,150118,1
29181,112447,1
29195,48028,1
29359,14513,1
29370,115529,1
29370,106733,1
29370,136790,1
29392,152000,1
29413,39953,1
29413,33347,1
29413,126119,1
29492,8259,1
29576,159129,1
29576,168176,1
29611,6006,1
29625,48028,1
29675,68,2
29675,3443,1
29675,4999,1
29675,5009,1
29675,9102,1
29675,9216,1
29675,11565,1
29675,11693,1
29675,12871,1
29675,13017,1
29675,15903,1
29675,17478,1
29675,17943,1
29675,181757,2
29675,18645,1
29675,22258,1
29675,183302,1
29675,23595,1
29675,23874,1
29675,30694,1
29675,32314,1
29675,34682,2
29675,35306,2
29675,35313,1
29675,39532,1
29675,41346,1
29675,42774,1
29675,42964,1
29675,45521,1
29675,182288,2
29675,182290,1
29675,51788,1
29675,52555,1
29675,52564,2
29675,53364,2
29675,53389,1
29675,57290,1
29675,57893,2
29675,58038,1
29675,58045,1
29675,58728,1
29675,60507,1
29675,60856,1
29675,182640,1
29675,75935,1
29675,75991,1
29675,76101,1
29675,76519,1
29675,76880,5
29675,78558,1
29675,83563,1
29675,84715,1
29675,84938,1
29675,85418,1
29675,87617,1
29675,87833,1
29675,89642,1
29675,92294,1
29675,92973,1
29675,93565,1
29675,95774,2
29675,96682,2
29675,97222,1
29675,97304,1
29675,99653,1
29675,99794,1
29675,101134,1
29675,101150,1
29675,101223,1
29675,500633,1
29675,103592,1
29675,104813,1
29675,110199,2
29675,112279,2
29675,112614,1
29675,112721,1
29675,115225,4
29675,500771,1
29675,117002,1
29675,121705,1
29675,500970,1
29675,123781,1
29675,123823,1
29675,123936,1
29675,126119,2
29675,128312,2
29675,129403,1
29675,131115,9
29675,139580,1
29675,140142,1
29675,141560,2
29675,141880,1
29675,143756,1
29675,144743,1
29675,146787,1
29675,146815,1
29675,183455,1
29675,149067,1
29675,149170,2
29675,155372,1
29675,159122,1
29675,160758,1
29675,163981,1
29675,166006,1
29675,166235,1
29675,167785,1
29675,169064,3
29675,29675,1
29675,173134,3
29675,175132,1
29675,178300,1
29675,178615,1
29675,178725,2
29675,178802,1
30578,143554,1
30616,464,1
30634,12722,1
30653,16325,1
30653,169064,1
30694,11741,6
30694,17498,1
30694,26474,2
30694,30667,1
30694,30673,3
30694,37093,3
30694,38122,1
30694,44360,1
30694,44643,1
30694,52589,2
30694,58470,3
30694,80711,2
30694,81944,1
30694,101150,1
30694,103653,1
30694,105490,2
30694,107159,1
30694,107290,2
30694,110199,28
30694,112702,1
30694,116878,1
30694,117054,1
30694,118429,2
30694,123191,1
30694,123250,2
30694,124046,2
30694,124334,1
30694,130391,1
30694,130521,2
30694,146354,1
30694,165832,1
30694,166226,1
31314,94871,1
31326,78294,1
31326,146769,19
31326,169962,18
31326,179935,12
31326,183467,6
31424,31426,1
31430,18198,1
31430,43558,1
31430,61406,1
31430,61438,2
31430,70162,2
31430,129457,1
31430,138911,1
31430,147258,1
31430,164002,1
31430,166394,1
31622,7510,1
31622,182879,1
31622,106916,1
31622,164009,1
31663,26474,1
31663,110199,3
31681,53297,1
31699,88142,14
31699,105878,1
31699,164292,9
32002,100909,1
32002,136878,1
32002,7510,9
32002,165947,1
32002,183353,6
32002,117650,1
32188,87500,1
32188,87601,1
32188,117364,1
32287,155372,1
32403,26474,1
32392,374,1
32403,26474,1
32403,182193,2
32496,170994,1
32508,11580,2
32522,31622,1
32559,148967,1
32575,45494,1
32575,84567,1
32589,32591,1
32594,11113,1
32594,23715,1
32594,24265,2
32594,41346,1
32594,87979,1
32594,94262,1
32594,127953,2
32594,118074,1
32594,501329,1
32594,169759,1
32594,172900,1
32594,177782,1
