id1,id2,weight
32594,178739,1
32594,180779,1
32803,39585,3
32803,87862,1
32821,500137,1
32821,160821,1
32872,32877,1
32877,39585,2
32877,87862,1
32905,48894,1
32918,126119,1
32975,11519,1
32975,110199,1
32998,107853,1
33032,58962,1
33058,79575,1
33083,29576,1
33089,10842,1
33095,62302,1
33114,118200,1
33131,83747,1
33166,128312,1
33171,35812,1
33235,136703,1
33241,81638,1
33241,93150,1
33241,93312,1
33285,107853,2
33347,3277,1
33347,6146,1
33347,8738,2
33347,11991,14
33347,16325,1
33347,17815,1
33347,18198,1
33347,19027,1
33347,19128,2
33347,22012,1
33347,22043,9
33347,22920,2
33347,24265,4
33347,25952,1
33347,29413,1
33347,29646,1
33347,31958,1
33347,32188,2
33347,33095,1
33347,33095,1
33347,34682,10
33347,37274,1
33347,37780,1
33347,38100,1
33347,38138,1
33347,39953,1
33347,41310,1
33347,48674,1
33347,55422,1
33347,58101,1
33347,182618,2
33347,62302,14
33347,76959,1
33347,81517,1
33347,83659,1
33347,84987,1
33347,92343,1
33347,94842,1
33347,100169,6
33347,102262,1
33347,102300,3
33347,103360,2
33347,112238,1
33347,112279,1
33347,112467,1
33347,112614,1
33347,115409,3
33347,118476,1
33347,118747,3
33347,121540,1
33347,124881,1
33347,126119,7
33347,138766,1
33347,501455,1
33347,142018,4
33347,143471,1
33347,149067,1
33347,151754,1
33347,152469,2
33347,153474,1
33347,153516,1
33347,154404,1
33347,154677,1
33347,155372,3
33347,163630,2
33347,166085,1
33347,168188,1
33347,170359,1
33347,173134,4
33347,173797,1
33347,178705,2
33347,34682,6
33347,52824,3
33347,56385,1
33347,25842,1
33347,126119,1
33347,39953,1
33347,29413,1
34623,112182,1
34648,78411,1
34682,19128,1
34682,26474,1
34682,33347,1
34682,62302,3
34682,79575,1
34682,100578,1
34682,101793,1
34682,104594,1
34682,144497,1
34682,155372,3
34682,173134,1
34682,52824,4
34682,56385,1
34682,25842,1
35278,182269,1
35325,14415,1
35325,52688,4
35325,53152,1
35325,53160,1
35325,124035,1
35325,133203,1
35325,148160,1
35325,170994,2
35325,177337,1
35325,180586,1
35325,180802,1
35398,107853,1
35398,115644,1
35542,106896,1
35580,35325,2
35812,88043,1
35868,100909,4
35935,153539,1
35953,35954,1
35960,7510,1
35960,16325,1
35960,169064,1
36037,87862,1
36037,92872,1
36037,102092,1
36059,26474,1
36059,110199,4
36059,130391,1
36115,13017,3
36115,49272,1
36115,59123,2
36115,150273,1
36115,150299,2
36115,164009,1
36295,19128,1
36340,42662,1
36359,95774,1
36409,72115,1
36498,15712,2
36498,16830,1
36498,183372,1
36498,36523,1
36605,36935,1
36681,5758,2
36681,14961,2
36681,59452,1
36681,62302,1
36681,103360,1
36681,106607,1
36681,160514,1
36681,173094,1
36681,173134,4
36681,180537,1
36935,36605,1
36946,85391,2
37044,26474,1
37044,80536,1
37044,81944,1
37044,110199,1
37093,30694,2
37144,24265,1
37254,25724,1
37309,130373,1
37322,76455,1
37322,82365,1
37322,101644,1
37322,130373,1
37354,42774,1
37395,14714,1
37509,178026,1
37610,181609,1
37642,177708,1
37666,15712,1
37666,16830,1
37666,183372,1
37666,103279,1
37666,136703,1
37666,146382,1
37666,172456,1
37708,101726,1
37708,147451,1
37720,107853,1
37761,37630,1
37803,181586,2
37803,91011,1
37803,160666,1
37835,26474,1
37835,28299,1
37835,58470,3
37835,78717,1
37835,105490,2
37835,110199,4
37835,117054,1
37835,120363,1
37835,124075,1
37835,123760,1
37835,124307,1
37835,139695,1
37835,146280,1
38122,30694,1
38159,82841,1
38170,43558,1
38170,160323,1
38269,2083,1
38286,88103,1
38321,39585,5
38321,75762,1
38399,5872,1
38399,8541,1
38399,9039,1
38399,9153,1
38399,183907,1
38399,14888,3
38399,15050,1
38399,15221,1
38399,15365,2
38399,22642,1
38399,27834,3
38399,32002,1
38399,32320,1
38399,34595,1
38399,34682,3
38399,36464,1
38399,36471,2
38399,38300,2
38399,39872,1
38399,39885,1
38399,51693,1
38399,53314,1
38399,38645,1
38399,56727,1
38399,56829,1
38399,56841,1
38399,58462,1
38399,59387,1
38399,61438,1
38399,62024,1
38399,71934,2
38399,75147,2
38399,75997,2
38399,182925,1
38399,81658,1
38399,86161,1
38399,92343,1
38399,100169,1
38399,101295,1
38399,101793,3
38399,104594,8
38399,106656,1
38399,112248,1
38399,115669,1
38399,123083,1
38399,126119,1
38399,127419,1
38399,127542,1
38399,127739,1
38399,130499,1
38399,38995,1
38399,140009,2
38399,140181,2
38399,144497,3
38399,146554,1
38399,152000,2
38399,152390,2
38399,152556,1
38399,164256,1
38399,165820,3
38399,165924,1
38399,39140,1
38399,166531,1
38399,167390,1
38399,178058,2
38399,56727,1
38399,34682,1
38399,144497,1
38399,48640,1
38399,51693,1
39404,5801,1
39404,78933,2
39404,107853,10
39404,117054,2
39404,172508,1
39404,107853,1
39579,116940,1
39585,23933,1
39585,102092,1
39585,107853,1
39585,144743,1
39872,136878,1
39892,100909,1
39892,7510,1
39929,19027,1
39953,1990,1
39953,6397,1
39953,6807,2
39953,7184,1
39953,8423,1
39953,11101,1
39953,15414,2
39953,16237,1
39953,18173,1
39953,18977,1
39953,181910,1
39953,23234,1
39953,24265,2
39953,28235,4
39953,28322,1
39953,28902,1
39953,33347,3
39953,35300,1
39953,36443,1
39953,41129,1
39953,41218,1
39953,41310,2
39953,41331,1
39953,42635,1
39953,42641,1
39953,42674,2
39953,42774,9
39953,45526,1
39953,45583,4
39953,48925,6
39953,49064,1
39953,49448,2
39953,51431,2
39953,52335,2
39953,55333,1
39953,55798,1
39953,56820,2
39953,57311,1
39953,57833,2
39953,59005,1
39953,70162,1
39953,74993,1
39953,75147,1
39953,75427,2
39953,78631,1
39953,80113,1
39953,83342,1
39953,85158,1
39953,86167,1
39953,86202,1
39953,87611,1
39953,91169,1
39953,92522,1
39953,99653,1
39953,99917,3
39953,500137,5
39953,107223,1
39953,107446,1
39953,111514,1
39953,111571,3
39953,112614,1
39953,113061,2
39953,115028,1
39953,115312,1
39953,117325,1
39953,118476,2
39953,500961,1
39953,124246,1
39953,125060,1
39953,129476,1
39953,130215,1
39953,136681,1
39953,138748,2
39953,138766,1
39953,140383,1
39953,143741,2
39953,144563,1
39953,145236,1
39953,146700,1
39953,146860,1
39953,148957,1
39953,149067,1
39953,150048,1
39953,153235,1
39953,154462,1
39953,155060,1
39953,155238,1
39953,159667,1
39953,164009,2
39953,165730,1
39953,166085,1
39953,166235,9
39953,168552,1
39953,172918,1
39953,174457,1
39953,175431,3
39953,177415,1
39953,177776,1
39953,178235,1
39953,178899,1
39953,180007,4
39953,181285,2
39953,126119,13
39953,29413,1
39953,99917,1
41129,28922,1
41180,16325,1
41180,169064,1
41249,16325,1
41249,169064,1
41261,7383,1
41261,107241,1
41261,133203,1
41261,180358,1
41346,6610,5
41346,7143,1
41346,8105,2
41346,11467,1
41346,13017,2
41346,15786,9
41346,16917,4
41346,18766,2
41346,22522,1
41346,25744,2
41346,26187,2
41346,26474,2
41346,28372,1
41346,28379,20
41346,28846,1
41346,29107,1
41346,30628,1
41346,30694,9
41346,31692,1
41346,33147,1
41346,35890,1
41346,36115,1
41346,36983,2
41346,37315,1
41346,39953,1
41346,41225,1
41346,41337,2
41346,49457,4
41346,51553,1
41346,57317,1
41346,57599,1
41346,57605,1
41346,58648,2
41346,58722,1
41346,59634,1
41346,59912,1
41346,61906,2
41346,61998,1
41346,72730,1
41346,73216,1
41346,75258,2
41346,78453,1
41346,80711,1
41346,84351,1
41346,87973,1
41346,92740,1
41346,117736,1
41346,118429,1
41346,122059,1
41346,125130,3
41346,130521,1
41346,136591,1
41346,139499,2
41346,139695,1
41346,139742,1
41346,141445,1
41346,42346,1
41346,149401,1
41346,160323,1
41346,170515,2
41346,180095,1
42621,178351,1
42648,146489,1
42648,147367,1
42689,48418,1
42689,72976,1
42689,81576,1
42754,75427,1
42754,100021,1
42754,152805,1
42774,73339,1
42774,100578,1
42774,126119,1
42774,170615,1
42908,148914,1
42940,107241,1
42971,3356,2
43053,48291,1
43060,131115,1
43114,39404,1
43132,75830,1
43132,114927,1
43148,140968,1
43249,93484,1
43326,181940,1
43326,6486,1
43326,6498,1
43326,14821,1
43326,15234,1
43326,15606,1
43326,15738,1
43326,16247,1
43326,18198,1
43326,6403,4
43326,31965,1
43326,34682,1
43326,43267,3
43326,48491,1
43326,51927,2
43326,57775,1
43326,78453,1
43326,81849,1
43326,83563,1
43326,97304,1
43326,144446,1
43326,150392,1
43326,500312,3
43326,168705,1
43326,177808,1
43558,5084,2
43558,6086,1
43558,8585,1
43558,13017,1
43558,15234,1
43558,17648,1
43558,22683,1
43558,25914,1
43558,26266,1
43558,26448,3
43558,29312,2
43558,29562,1
43558,31952,1
43558,31965,1
43558,35325,1
43558,43236,1
43558,182318,1
43558,48588,1
43558,182329,1
43558,49552,4
43558,51804,1
43558,51946,2
43558,183955,5
43558,56889,2
43558,72056,1
43558,72288,1
43558,76543,4
43558,78203,1
43558,78215,1
43558,86852,1
43558,88015,1
43558,91203,5
43558,93536,1
43558,96402,1
43558,99581,1
43558,100021,2
43558,104015,2
43558,112652,1
43558,115669,1
43558,117530,2
43558,124477,1
43558,124511,1
43558,127542,5
43558,128336,1
43558,143137,1
43558,143654,2
43558,146560,1
43558,146574,1
43558,148150,2
43558,183451,1
43558,148497,1
43558,148497,1
43558,148617,1
43558,154347,1
43558,170381,1
43558,173824,1
43558,175616,3
43558,178040,1
43558,178357,1
43558,178386,1
43558,178584,1
43558,179886,2
43558,180917,1
44360,80758,1
44457,164292,1
44457,174795,1
44468,37381,1
44468,59876,1
44468,127766,1
44468,129177,1
44502,39953,1
44502,76062,1
44502,79104,1
44502,178110,1
44550,154347,1
44588,87862,1
44588,107853,1
44606,117442,1
44653,8352,1
44653,13017,1
44653,14937,1
44653,15694,1
44653,15937,1
44653,17648,1
44653,18846,1
44653,18994,1
44653,21999,1
44653,22683,1
44653,28221,1
44653,43558,3
44653,49552,1
44653,73464,1
44653,73810,1
44653,85021,1
44653,87371,1
44653,90985,1
44653,91203,4
44653,100559,1
44653,100631,3
44653,104967,1
44653,122923,1
44653,127499,1
44653,127505,1
44653,127542,2
44653,127713,1
44653,128564,1
44653,141703,1
44653,143137,1
44653,144308,1
44653,148617,2
44653,152000,1
44653,183681,1
44653,175616,1
44653,180317,2
44653,180499,1
45347,94871,1
45429,39585,1
45429,79185,1
45429,95187,1
45429,500312,1
45509,23764,1
45543,181042,1
45583,330,2
45583,3283,1
45583,5136,1
45583,5277,5
45583,5320,1
45583,6370,2
45583,6603,1
45583,7149,1
45583,7410,1
45583,7494,1
45583,7501,1
45583,7510,23
45583,8139,1
45583,13017,1
45583,17484,1
45583,183451,2
45583,18106,1
45583,18163,2
45583,181757,6
45583,18829,1
45583,18853,1
45583,22459,1
45583,23234,2
45583,29252,1
45583,29364,1
45583,30694,1
45583,31622,2
45583,32339,1
45583,32444,1
45583,33051,1
45583,35645,1
45583,500704,1
45583,500707,1
45583,500713,1
45583,183159,10
45583,36085,1
45583,36092,3
45583,36443,2
45583,36801,1
45583,43091,4
45583,45305,2
45583,48158,3
45583,48844,4
45583,49173,10
45583,49235,1
45583,51738,1
45583,51744,3
45583,53481,1
45583,55806,4
45583,182497,1
45583,56277,2
45583,57419,1
45583,58932,1
45583,59242,1
45583,61438,1
45583,62024,1
45583,62113,1
45583,71450,6
45583,72766,8
45583,73364,1
45583,73529,1
45583,73962,1
45583,74993,1
45583,99765,1
45583,78589,1
45583,78612,1
45583,182985,1
45583,83100,6
45583,83342,2
45583,83729,1
45583,84981,1
45583,85015,1
45583,85249,1
45583,85263,3
45583,86202,6
45583,86436,1
45583,86822,1
45583,87384,1
45583,87391,1
45583,87428,1
45583,87440,1
45583,87568,2
45583,87593,1
45583,87732,1
45583,87855,1
45583,93489,1
45583,94137,1
45583,96651,2
45583,99536,4
45583,99581,2
45583,99765,1
45583,99846,1
45583,100021,2
45583,100382,10
45583,100909,1
45583,102030,1
45583,102401,5
45583,102617,1
45583,103534,1
45583,103626,1
45583,104015,2
45583,183353,13
45583,104973,1
45583,106910,1
45583,109574,1
45583,110154,1
45583,112608,1
45583,113061,1
45583,115470,1
45583,115769,1
45583,117020,1
45583,117650,8
45583,118690,1
45583,124140,1
45583,124343,4
45583,127842,6
45583,128531,1
45583,128796,1
45583,129444,1
45583,138554,1
45583,139446,2
45583,139522,2
45583,140138,4
45583,141554,1
45583,141675,4
45583,144354,1
45583,144401,1
45583,144615,1
45583,144831,1
45583,146700,1
45583,146872,9
45583,147969,1
45583,148783,1
45583,148860,1
45583,152805,1
45583,154462,1
45583,163662,1
45583,164009,13
45583,500249,1
45583,165832,1
45583,165917,1
45583,165937,2
45583,166235,10
45583,168038,1
45583,168170,1
45583,169221,1
45583,169449,1
45583,170404,5
45583,172385,1
45583,177550,1
45583,178235,3
45583,179867,2
45583,180333,1
45583,180525,1
45583,180692,1
45583,181024,1
45583,181168,1
45583,7510,20
45583,165947,2
45583,501692,9
45583,117650,1
45583,71450,3
45583,183353,9
45583,164009,4
45583,163331,2
45583,501698,1
45583,177568,4
45583,56277,9
45583,83100,10
45583,86202,6
45583,183159,1
45583,501704,3
45583,501705,3
45583,112131,1
45583,17,4
45583,152573,2
45583,501710,3
45583,82913,3
45583,75794,2
45583,143070,2
45583,118040,1
45583,501715,2
45583,49173,2
45583,112997,1
45583,178324,1
45583,181324,1
45583,57419,5
45583,58021,1
45583,501723,1
45583,501724,1
45583,183353,1
45583,182985,1
48110,148914,1
48204,4699,1
48204,8038,1
48204,10842,1
48204,105080,1
48204,105086,10
48204,109260,1
48204,124411,1
48204,127868,1
48204,140554,1
48204,53451,1
48297,102092,1
48297,107853,4
48297,154601,1
48297,107853,2
48352,145215,4
48382,78227,1
48407,123738,1
48418,30535,1
48418,57903,1
48418,132162,1
48418,146489,2
48467,74337,1
48491,464,1
48491,2083,1
48491,43326,1
48491,138864,1
48491,139742,1
48491,179052,1
48635,48653,1
48640,38399,1
48773,69876,1
48794,12722,1
48794,41346,2
48794,109193,1
48794,109379,1
48794,168501,1
48894,32905,1
48972,62302,1
48972,155372,1
49087,113061,1
49118,8259,1
49156,183991,2
49173,45583,2
49272,13017,2
49272,28379,2
49272,32403,1
49272,51553,1
49272,59123,1
49272,86649,1
49272,95109,1
49272,110199,1
49272,130521,1
49272,146280,1
49272,177826,1
49272,180586,1
49457,89692,1
49457,101150,1
49457,110199,2
49457,112118,1
49457,117054,1
49457,123191,1
49542,26474,1
49542,110199,1
49552,2027,3
49552,7510,1
49552,8643,1
49552,11519,1
49552,11928,1
49552,17809,1
49552,181757,1
49552,22447,1
49552,22683,4
49552,24199,1
49552,25914,1
49552,26448,1
49552,27853,1
49552,28235,1
49552,32773,1
49552,32786,2
49552,33017,1
49552,35533,1
49552,36661,1
49552,49837,1
49552,43178,1
49552,182359,1
49552,43558,12
49552,182292,1
49552,49131,1
49552,49258,1
49552,51620,1
49552,51731,1
49552,51895,1
49552,52264,1
49552,52663,1
49552,56120,1
49552,56889,6
49552,57255,1
49552,59387,1
49552,50175,1
49552,71450,3
49552,71924,1
49552,73325,1
49552,73556,1
49552,73810,5
49552,74858,1
49552,75427,4
49552,76543,1
49552,182876,1
49552,78618,1
49552,78672,1
49552,81855,3
49552,83100,1
49552,85021,1
49552,86500,11
49552,86585,1
49552,86852,2
49552,89746,2
49552,89781,1
49552,91203,8
49552,96402,1
49552,99514,1
49552,99641,1
49552,99787,1
49552,100021,2
49552,500582,2
49552,100376,1
49552,100382,1
49552,100542,1
49552,101793,1
49552,50616,1
49552,111571,5
49552,114780,2
49552,115669,2
49552,115924,1
49552,115931,1
49552,116031,1
49552,117530,5
49552,117748,1
49552,117769,1
49552,117851,2
49552,118716,1
49552,124126,1
49552,124947,1
49552,126027,1
49552,127542,7
49552,128336,1
49552,129051,2
49552,129099,1
49552,140734,1
49552,140826,1
49552,143181,1
49552,143181,1
49552,145031,3
49552,145098,1
49552,145368,3
49552,145473,3
49552,136878,1
49552,146548,1
49552,147250,2
49552,148617,15
49552,148797,1
49552,150244,1
49552,152648,1
49552,154347,1
49552,159185,1
49552,165832,1
49552,166031,1
49552,167390,1
49552,167518,1
49552,167675,6
49552,173134,1
49552,175616,4
49552,178148,1
49552,178808,3
49552,180461,1
49552,180692,1
49552,180917,1
49552,181278,1
51425,103360,1
51583,182495,1
51583,92250,1
51583,147336,1
51597,182495,1
51597,92250,1
51597,147336,1
51632,16325,2
51632,60507,1
51632,183022,1
51632,87346,1
51632,93571,1
51632,118383,1
51632,140968,1
51632,141549,1
51632,147360,1
51632,169064,1
51693,38399,1
51781,23323,1
51823,3308,1
51823,78933,2
51823,80758,1
51823,107853,4
51823,145142,1
51823,500312,2
51927,43326,2
52057,37666,1
52057,51996,1
52057,58968,1
52057,73713,1
52057,104961,2
52057,130742,1
52057,146402,1
52089,11028,1
52089,15891,1
52089,16094,1
52089,32476,1
52089,32559,1
52089,44539,1
52089,102092,1
52089,113015,1
52089,115549,1
52089,144460,1
52335,14815,1
52335,52341,1
52335,39953,1
52335,42774,3
52335,51511,1
52335,52002,1
52335,71857,1
52335,72160,1
52335,76880,3
52335,83708,2
52335,84852,1
52335,122042,4
52335,126119,2
52335,143214,1
52335,154233,1
52335,163927,1
52335,175159,2
52589,107853,1
52589,110199,1
52621,102477,1
52634,181352,1
52669,153716,1
52669,172298,1
52700,166054,1
52700,83864,1
52700,10842,1
52786,141602,1
52824,62302,1
52824,173134,5
52824,34682,4
52824,33347,4
52824,62302,3
52824,155372,4
53062,62097,1
53078,500150,1
53091,105086,6
53091,106745,2
53120,169388,1
53184,7102,1
53184,181757,1
53184,53277,1
53184,182925,2
53184,80004,1
53184,87700,1
53184,112149,1
53184,117325,1
53184,148523,1
53184,153559,1
53184,180007,1
53184,180692,1
53349,7278,1
53383,181751,1
53435,78756,1
53435,148841,1
53444,12895,1
53451,105086,2
53451,140554,1
53451,23202,1
53451,159993,1
53451,84865,1
53451,140807,1
53451,10842,1
53451,48204,1
53451,92652,1
53495,56,1
53495,3576,1
53495,181940,1
53495,7389,1
53495,7510,2
53495,8553,1
53495,8596,1
53495,11004,2
53495,11675,1
53495,12914,6
53495,14665,1
53495,14686,1
53495,14827,1
53495,14842,1
53495,15068,1
53495,16917,2
53495,17758,1
53495,22441,1
53495,22597,1
53495,23958,1
53495,29118,2
53495,29129,1
53495,181838,1
53495,32859,1
53495,35318,1
53495,36877,2
53495,41170,1
53495,45421,1
53495,49173,1
53495,183951,3
53495,53004,1
53495,53321,1
53495,53475,1
53495,53489,1
53495,55119,5
53495,55244,1
53495,57261,1
53495,58265,1
53495,58750,2
53495,58926,1
53495,59203,1
53495,72070,2
53495,72105,1
53495,73285,1
53495,73418,1
53495,73989,1
53495,78175,2
53495,78864,1
53495,80017,1
53495,83411,1
53495,83533,1
53495,84597,1
53495,86784,2
53495,86793,1
53495,92967,1
53495,500580,1
53495,101069,1
53495,104760,4
53495,104836,2
53495,106727,1
53495,107217,1
53495,109606,1
53495,111464,1
53495,112688,1
53495,118709,1
53495,121492,8
53495,121621,1
53495,121658,4
53495,122066,1
53495,122546,1
53495,122611,1
53495,123225,1
53495,124940,1
53495,125840,3
53495,501389,1
53495,127517,1
53495,127812,1
53495,128404,1
53495,129183,1
53495,129276,1
53495,129641,1
53495,130794,1
53495,501062,2
53495,131037,1
53495,132398,4
53495,132498,2
53495,132532,1
53495,133203,2
53495,139439,1
53495,140142,1
53495,501227,1
53495,140283,1
53495,141849,1
53495,142901,2
53495,143421,1
53495,143691,1
53495,145062,1
53495,145169,1
53495,146360,1
53495,146748,1
53495,147390,4
53495,148617,1
53495,150630,1
53495,151748,1
53495,151819,7
53495,152000,1
53495,154548,1
53495,160821,3
53495,160908,2
53495,160944,2
53495,169442,1
53495,54987,1
53495,170515,2
53495,172392,1
53495,177725,1
53495,178629,1
53495,179012,1
55228,116037,1
55250,147914,1
55256,94825,1
55270,11681,1
55294,26474,1
55294,87862,1
55294,92872,1
55294,102092,1
55294,154531,2
55344,97304,1
55344,133203,1
55344,180586,1
55710,35812,1
55717,23234,1
55839,41324,1
55839,101793,5
55976,89787,2
56014,88142,1
56075,100909,1
56075,7510,1
56248,88142,1
56277,71450,1
56277,74858,1
56277,183353,1
56277,100382,1
56277,164009,1
56277,180421,1
56277,71450,2
56277,45583,9
56277,177568,2
56277,501742,1
56277,2057,1
56277,100382,1
56277,165947,1
56385,34682,1
56385,155372,2
56385,25842,1
56385,33347,1
56385,100169,1
56385,62302,1
56500,5009,4
56500,33266,1
56500,35562,1
56500,58906,1
56500,72711,1
56500,142005,2
56500,149153,1
56581,26474,1
56581,110199,1
56616,165888,1
56616,160196,1
56616,117769,1
56616,501752,1
56616,8517,1
56656,110068,1
56727,38399,2
56727,100005,1
56727,104594,1
56810,39556,1
56810,48352,1
56889,9141,1
56889,14513,1
56889,181866,1
56889,31965,1
56889,58750,1
56889,70162,1
56889,79920,1
56889,95716,1
56889,113061,1
56889,123805,1
56889,128432,1
56889,128558,1
56889,132398,1
56889,139633,1
56889,146264,1
56889,163280,1
56889,163746,2
56889,178774,1
56889,178808,1
57290,52757,1
57317,97304,1
57357,132,1
57357,92238,1
57367,26474,1
57367,80536,1
57367,110199,1
57419,182541,5
57471,3308,1
57471,6108,1
57471,44360,1
57471,182486,1
57471,107853,9
57471,117054,2
57471,128438,1
57471,154601,1
57471,172508,1
57471,107853,2
57661,181586,1
57691,2083,1
57691,181925,1
57691,24265,1
57691,33032,1
57691,116151,1
57691,169927,1
57775,2083,1
57775,6133,1
57775,18682,1
57775,94124,1
57775,131115,1
57775,143679,1
58013,28139,1
58021,7510,1
58021,45583,1
58021,83100,1
58033,148914,1
58078,26474,1
58078,110199,1
58174,166341,1
58206,26474,1
58206,58582,1
58206,95187,1
58206,110199,1
58206,116121,1
58206,117054,1
58265,59465,1
58302,116105,1
58312,16325,1
58312,169064,1
58340,78871,1
58340,133203,1
58340,101069,1
58367,97304,1
58470,5801,1
58470,26474,1
58470,39404,1
58470,78933,1
58470,107853,7
58470,110199,1
58470,172508,1
58582,26474,1
58582,116121,1
58582,117054,2
58648,45515,1
58648,73846,1
58648,95090,1
58648,95705,1
58648,103632,1
58648,110199,3
58783,11041,1
58783,16787,1
58783,23958,1
58783,32508,1
58783,35919,1
58783,49272,1
58783,95109,1
58783,112347,1
58783,180544,1
58851,28909,1
58851,81632,1
58851,87782,1
58851,104594,1
58851,129183,1
58851,159896,1
58851,178983,1
59094,48028,1
59123,13017,4
59209,112830,1
59209,125016,1
59260,14971,2
59280,28139,1
59287,59293,1
59325,30694,1
59332,24265,1
59338,3356,1
59338,124490,2
59338,3520,2
59338,154473,1
59338,167563,1
59338,500312,2
59338,5158,1
59338,3480,1
59387,32002,1
59387,136878,1
59465,58265,1
59483,26474,1
59483,80536,1
59483,110199,1
59483,133203,1
59515,164292,1
59515,88142,1
59535,115118,1
59619,76917,1
59619,86443,1
59619,147210,1
59680,29599,1
59680,33347,1
59680,182618,1
59680,73975,1
59680,76543,1
59680,78132,1
59680,84358,1
59680,84540,1
59680,95774,1
59680,109319,1
59680,121842,2
59680,125152,1
59680,140363,2
59680,145551,1
59680,150519,1
59680,167333,1
59680,168307,1
59680,170615,1
59876,4847,1
59876,13017,1
59876,82103,1
59876,82892,1
59876,129019,1
59912,181940,1
59912,6053,1
59912,11519,1
59912,11669,1
59912,12865,1
59912,13017,4
59912,18710,1
59912,23764,1
59912,28299,1
59912,28352,1
59912,28936,1
59912,33317,1
59912,35439,1
59912,36115,1
59912,39404,3
59912,182303,1
59912,52730,1
59912,53495,1
59912,56143,1
59912,56149,1
59912,72070,1
59912,74027,2
59912,76543,1
59912,76953,1
59912,78453,1
59912,80489,1
59912,86649,1
59912,87578,2
59912,101140,1
59912,102435,1
59912,117041,1
59912,117284,1
59912,117720,1
59912,118422,1
59912,122663,1
59912,124035,1
59912,129183,1
59912,130521,1
59912,133203,1
59912,146652,1
59912,148885,1
59912,149675,3
59912,154202,2
59912,154258,1
59912,163649,1
59912,167742,1
59912,170515,1
59912,181303,1
60491,133203,1
60491,500312,1
60507,62302,5
60507,103598,1
60507,155372,3
60812,14223,1
60812,89682,1
60828,39585,1
60835,182614,1
60835,141776,1
61438,18198,1
61438,57651,1
61438,71450,1
61438,86121,1
61438,102030,1
61438,122495,1
61438,139742,1
61438,141457,1
61438,152000,1
61438,183681,1
61438,165832,1
61598,38215,1
61617,105086,1
61617,154521,1
61626,145137,1
61675,14971,1
61710,11953,1
61733,56835,1
61733,74858,1
61733,79742,1
61733,85021,1
61733,115093,1
61733,129457,1
61733,167317,1
61844,180586,1
61850,29675,1
61860,152000,1
61860,74858,1
61860,163331,1
61873,8535,1
61954,181901,1
61960,39953,1
61960,167656,1
62007,88066,1
62007,150210,1
62038,74858,1
62038,83342,1
62038,129457,1
62091,78242,1
62127,62302,1
62268,144722,1
62302,68,1
62302,3465,3
62302,4970,4
62302,5126,1
62302,5193,1
62302,5342,1
62302,5376,1
62302,5415,9
62302,5769,2
62302,6146,2
62302,6561,1
62302,8133,1
62302,8259,1
62302,8413,2
62302,8423,2
62302,8573,1
62302,11431,1
62302,11461,1
62302,11589,1
62302,11991,3
62302,15050,1
62302,15627,1
62302,16325,14
62302,17588,11
62302,17955,1
62302,17949,1
62302,181757,1
62302,18942,3
62302,19128,172
62302,22043,31
62302,22752,1
62302,63549,2
62302,23303,1
62302,23595,1
62302,23823,1
62302,23842,1
62302,25736,1
62302,25842,6
62302,26122,1
62302,27873,2
62302,27988,2
62302,28019,1
62302,29195,8
62302,29241,1
62302,183283,3
62302,29343,2
62302,29413,1
62302,30578,2
62302,31610,1
62302,32528,1
62302,32780,1
62302,33095,1
62302,33347,15
62302,34629,2
62302,34682,43
62302,35519,1
62302,500719,2
62302,36295,1
62302,36346,3
62302,36359,3
62302,36471,2
62302,36564,1
62302,37087,1
62302,37347,1
62302,37362,1
62302,38255,1
62302,38399,1
62302,41346,1
62302,42925,2
62302,43171,1
62302,43254,1
62302,45283,1
62302,48028,1
62302,48388,1
62302,48601,1
62302,48685,1
62302,48972,7
62302,49247,1
62302,51431,1
62302,51757,1
62302,51763,1
62302,51964,3
62302,52307,1
62302,52316,1
62302,52564,2
62302,53184,1
62302,55416,1
62302,182491,36
62302,55727,8
62302,55964,1
62302,56272,1
62302,56385,11
62302,56603,2
62302,56848,5
62302,57849,1
62302,182557,1
62302,58050,1
62302,58101,1
62302,58415,3
62302,58361,1
62302,58974,1
62302,59860,1
62302,60465,1
62302,60507,31
62302,60877,1
62302,62127,15
62302,62200,2
62302,62239,2
62302,62254,2
62302,62274,1
62302,62291,1
62302,62296,1
62302,69876,6
62302,69974,2
62302,70068,1
62302,71258,30
62302,71399,12
62302,72820,4
62302,73038,8
62302,73519,1
62302,73696,1
62302,74054,9
62302,76635,2
62302,76959,1
62302,78709,1
62302,79224,1
62302,79256,1
62302,79575,2
62302,80332,1
62302,80361,2
62302,182970,4
62302,81797,2
62302,83272,1
62302,83747,2
62302,84316,2
62302,85257,1
62302,85363,2
62302,85381,2
62302,183076,1
62302,86500,1
62302,87482,1
62302,87513,1
62302,88066,3
62302,91029,1
62302,91071,8
62302,92532,1
62302,92635,1
62302,183192,3
62302,93012,22
62302,94836,1
62302,95774,2
62302,96682,21
62302,97222,5
62302,97304,2
62302,99581,1
62302,99653,6
62302,99801,7
62302,100243,1
62302,100504,1
62302,101295,6
62302,101604,3
62302,101793,1
62302,102262,1
62302,102300,3
62302,103254,1
62302,103260,1
62302,103360,2
62302,103598,2
62302,103639,1
62302,103908,1
62302,105937,1
62302,106650,1
62302,106656,1
62302,106859,3
62302,107534,2
62302,107639,1
62302,107692,7
62302,109606,1
